"Menu Item Name","Menu Category","QTY sold","Sales exc Tax.","Discounts","Sales inc Tax.(a)","Cost inc Tax(b)","Gross Profit(a)-(b)","Markup Percentage %(a-b)/b * 100%"
"cocumber kimchi(-)","","1","£ 4.90","£ 0.00","£ 4.90","£ 0.00","£ 4.90","0 %"
"52.Rib Eye(Standard)","RESTAURANT Grill BBQ 52-60","3","£ 45.43","£ 0.00","£ 47.70","£ 0.00","£ 47.70","0 %"
"53.Dwaeji galbi ribs(default)","RESTAURANT Grill BBQ 52-60","3","£ 36.86","£ 0.00","£ 38.70","£ 0.00","£ 38.70","0 %"
"54.beef Bulgogi(Standard)","RESTAURANT Grill BBQ 52-60","2","£ 24.57","£ 0.00","£ 25.80","£ 0.00","£ 25.80","0 %"
"56.Chicken Bulgogi(default)","RESTAURANT Grill BBQ 52-60","1","£ 11.33","£ 0.00","£ 11.90","£ 0.00","£ 11.90","0 %"
"57.Chargrilled Squid(Standard)","RESTAURANT Grill BBQ 52-60","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"Koppaberg(Standard)","Bottled Beer & Cider","1","£ 4.00","£ 0.00","£ 4.20","£ 0.00","£ 4.20","0 %"
"Tiger(Standard)","Bottled Beer & Cider","1","£ 4.29","£ 0.00","£ 4.50","£ 0.00","£ 4.50","0 %"
"35.Chicken Teriyaki bun(Standard)","Buns 33-38","1","£ 8.10","£ 0.00","£ 8.50","£ 0.00","£ 8.50","0 %"
"36. Beef Teriyaki bun(Standard)","Buns 33-38","1","£ 8.48","£ 0.00","£ 8.90","£ 0.00","£ 8.90","0 %"
"Japanese Slipper(Standard)","Asian Cocktails","2","£ 15.24","£ 0.00","£ 16.00","£ 0.00","£ 16.00","0 %"
"Ice Cream(default)","Dessert","1","£ 2.57","£ 0.30","£ 2.70","£ 0.00","£ 2.70","0 %"
"25.Chicken Katsu Curry(Standard)","Japan rice dis 25-32","8","£ 105.90","£ 0.00","£ 111.20","£ 0.00","£ 111.20","0 %"
"28.Chicken Teriyaki(Standard)","Japan rice dis 25-32","1","£ 13.24","£ 0.00","£ 13.90","£ 0.00","£ 13.90","0 %"
"30. Grilled Unagi rice(default)","Japan rice dis 25-32","2","£ 30.29","£ 0.00","£ 31.80","£ 0.00","£ 31.80","0 %"
"Asahi(Half)","Draught Beer","2","£ 5.33","£ 0.00","£ 5.60","£ 0.00","£ 5.60","0 %"
"Asahi(Pint)","Draught Beer","4","£ 19.81","£ 0.00","£ 20.80","£ 0.00","£ 20.80","0 %"
"Peroni(Pint)","Draught Beer","1","£ 4.95","£ 0.00","£ 5.20","£ 0.00","£ 5.20","0 %"
"Kimchi(Standard)","Sides Extras","2","£ 9.33","£ 0.00","£ 9.80","£ 0.00","£ 9.80","0 %"
"Aloe Vera(Standard)","Soft Drinks","2","£ 5.14","£ 0.00","£ 5.40","£ 0.00","£ 5.40","0 %"
"Hai Tai Bong Bong Grape Juice(Standard)","Soft Drinks","1","£ 3.33","£ 0.00","£ 3.50","£ 0.00","£ 3.50","0 %"
"14.Seafood Pancake(Standard)","Korean side 14-24","2","£ 18.86","£ 0.00","£ 19.80","£ 0.00","£ 19.80","0 %"
"15.Kimchi Pancake(Standard)","Korean side 14-24","7","£ 66.00","£ 0.00","£ 69.30","£ 0.00","£ 69.30","0 %"
"16.Corn Cheese(Standard)","Korean side 14-24","1","£ 8.48","£ 0.00","£ 8.90","£ 0.00","£ 8.90","0 %"
"18.Mandu (5pc)(Standard)","Korean side 14-24","5","£ 42.38","£ 0.00","£ 44.50","£ 0.00","£ 44.50","0 %"
"19.Fried Chicken Wings (4pc)(Standard)","Korean side 14-24","2","£ 16.95","£ 0.00","£ 17.80","£ 0.00","£ 17.80","0 %"
"40.Yaki Soba(Beef)","Ramen & noodle 39-40","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"40. Yaki Udon(Chicken)","Ramen & noodle 39-40","1","£ 11.33","£ 0.00","£ 11.90","£ 0.00","£ 11.90","0 %"
"40. Yaki Udon(Beef)","Ramen & noodle 39-40","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"40. Yaki Udon(chicken katsu)","Ramen & noodle 39-40","1","£ 13.24","£ 0.00","£ 13.90","£ 0.00","£ 13.90","0 %"
"39.Soup Ramen(Pork Belly)","Ramen & noodle 39-40","3","£ 32.87","£ 1.19","£ 34.51","£ 0.00","£ 34.51","0 %"
"39.Soup Ramen(Chilli beef)","Ramen & noodle 39-40","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"59. Grill meat Platter(Standard)","BBQ Platters 59-60","2","£ 77.90","£ 0.00","£ 81.80","£ 0.00","£ 81.80","0 %"
"12. Merlot Valle Central Brisa(250ml)","Red Wine","1","£ 6.19","£ 0.00","£ 6.50","£ 0.00","£ 6.50","0 %"
"41.Dolsot Bimbimbap(Chicken)","Korean Dishes 41-51","3","£ 36.86","£ 0.00","£ 38.70","£ 0.00","£ 38.70","0 %"
"42.Kimchi Fried Rice(Chicken)","Korean Dishes 41-51","2","£ 24.57","£ 0.00","£ 25.80","£ 0.00","£ 25.80","0 %"
"42.Kimchi Fried Rice(Vegetable)","Korean Dishes 41-51","1","£ 10.38","£ 0.00","£ 10.90","£ 0.00","£ 10.90","0 %"
"44.Gimbap(Pork)","Korean Dishes 41-51","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"20.Chilli Beef(Standard)","Korean side 14-24","2","£ 18.86","£ 0.00","£ 19.80","£ 0.00","£ 19.80","0 %"
"21. Teriyaki Chicken side(Standard)","Korean side 14-24","2","£ 16.95","£ 0.00","£ 17.80","£ 0.00","£ 17.80","0 %"
"Chilli Fries(Standard)","Sides Extras","7","£ 23.33","£ 0.00","£ 24.50","£ 0.00","£ 24.50","0 %"
"Edamame(Standard)","Sides Extras","2","£ 6.67","£ 0.00","£ 7.00","£ 0.00","£ 7.00","0 %"
"Steamed Rice(Standard)","Sides Extras","2","£ 5.71","£ 0.00","£ 6.00","£ 0.00","£ 6.00","0 %"
"Coke(Standard)","Soft Drinks","11","£ 28.29","£ 0.00","£ 29.70","£ 0.00","£ 29.70","0 %"
"Diet Coke(Standard)","Soft Drinks","5","£ 12.86","£ 0.00","£ 13.50","£ 0.00","£ 13.50","0 %"
"Fanta(Standard)","Soft Drinks","1","£ 2.57","£ 0.00","£ 2.70","£ 0.00","£ 2.70","0 %"
"J2O(Standard)","Soft Drinks","2","£ 4.57","£ 0.00","£ 4.80","£ 0.00","£ 4.80","0 %"
"Lemonade(Standard)","Soft Drinks","2","£ 5.14","£ 0.00","£ 5.40","£ 0.00","£ 5.40","0 %"
"Soda Water(Standard)","Soft Drinks","1","£ 1.29","£ 0.00","£ 1.35","£ 0.00","£ 1.35","0 %"
"Still / Sparkling Water(750ml)","Soft Drinks","4","£ 14.48","£ 0.00","£ 15.20","£ 0.00","£ 15.20","0 %"
"48.Yuk Gae Jang(Standard)","Korean Dishes 41-51","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"49.Kimchi Stew(Standard)","Korean Dishes 41-51","1","£ 11.33","£ 0.00","£ 11.90","£ 0.00","£ 11.90","0 %"
"50.Tofu Stew(Standard)","Korean Dishes 41-51","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"51. Kkori Gom Tang(Standard)","Korean Dishes 41-51","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"Maki (6pc)(Avocado)","Sushi","1","£ 3.81","£ 0.00","£ 4.00","£ 0.00","£ 4.00","0 %"
"Nigiri (3pc)(Salmon)","Sushi","2","£ 10.48","£ 0.00","£ 11.00","£ 0.00","£ 11.00","0 %"
"Salmon Sashimi (4pc)(Salmon)","Sushi","6","£ 37.14","£ 0.00","£ 39.00","£ 0.00","£ 39.00","0 %"
"Temaki (1pc)(Salmon)","Sushi","1","£ 3.81","£ 0.00","£ 4.00","£ 0.00","£ 4.00","0 %"
"Soft Shell Crab 8pc(Standard)","Sushi Rolls 4pc/8pc","1","£ 15.14","£ 0.00","£ 15.90","£ 0.00","£ 15.90","0 %"
"Latte(Standard)","Tea / Coffee","2","£ 5.33","£ 0.00","£ 5.60","£ 0.00","£ 5.60","0 %"
"02. Prawn Tempura(Standard)","Japanese side 1-13","2","£ 18.86","£ 0.00","£ 19.80","£ 0.00","£ 19.80","0 %"
"03. Vegetable Tempura(Standard)","Japanese side 1-13","1","£ 7.52","£ 0.00","£ 7.90","£ 0.00","£ 7.90","0 %"
"04. Soft Shell Crab Tempura(Standard)","Japanese side 1-13","1","£ 9.43","£ 0.00","£ 9.90","£ 0.00","£ 9.90","0 %"
"05. Chicken Harumaki(Standard)","Japanese side 1-13","4","£ 30.10","£ 0.00","£ 31.60","£ 0.00","£ 31.60","0 %"
"08. Chicken karaagi(Standard)","Japanese side 1-13","1","£ 8.48","£ 0.00","£ 8.90","£ 0.00","£ 8.90","0 %"
"11. Takoyaki(Standard)","Japanese side 1-13","3","£ 24.58","£ 0.89","£ 25.81","£ 0.00","£ 25.81","0 %"
"6. salmon tartar(Standard)","Japanese side 1-13","2","£ 16.95","£ 0.00","£ 17.80","£ 0.00","£ 17.80","0 %"
"5. Sauvignon Blanc Brisa(175ml)","White Wine","1","£ 5.24","£ 0.00","£ 5.50","£ 0.00","£ 5.50","0 %"
"5. Sauvignon Blanc Brisa(250ml)","White Wine","2","£ 12.38","£ 0.00","£ 13.00","£ 0.00","£ 13.00","0 %"
"7. Pinot Grigio San Vigilio Provincia di Pavia IGT(Bottle)","White Wine","1","£ 19.52","£ 0.00","£ 20.50","£ 0.00","£ 20.50","0 %"
"Dash Cordial(-)","Soft Drinks","1","£ 0.76","£ 0.00","£ 0.80","£ 0.00","£ 0.80","0 %"
"Smirnoff(Double)","Spirits & Shots","2","£ 8.57","£ 0.00","£ 9.00","£ 0.00","£ 9.00","0 %"
"Tofu Katsu small plate(-)","Vegan","1","£ 6.19","£ 0.00","£ 6.50","£ 0.00","£ 6.50","0 %"
"Veg Okonomiyaki(-)","Vegan","1","£ 7.00","£ 0.00","£ 7.00","£ 0.00","£ 7.00","0 %"
"31.Beef Teriyaki rice(-)","Japan rice dis 25-32","2","£ 28.38","£ 0.00","£ 29.80","£ 0.00","£ 29.80","0 %"
"32.Chili prawn firecracker rice(-)","Japan rice dis 25-32","1","£ 16.10","£ 0.00","£ 16.90","£ 0.00","£ 16.90","0 %"
"46.Spicy Lamb Noodle(-)","Korean Dishes 41-51","1","£ 16.10","£ 0.00","£ 16.90","£ 0.00","£ 16.90","0 %"
"Veg Sushi Platter 20pc(-)","Sushi Platters","1","£ 23.81","£ 0.00","£ 25.00","£ 0.00","£ 25.00","0 %"
"Sweet Potato Fries(-)","Sides Extras","2","£ 6.33","£ 0.35","£ 6.65","£ 0.00","£ 6.65","0 %"
"Tap Water(Glass)","Soft Drinks","3","£ 0.00","£ 0.00","£ 0.00","£ 0.00","£ 0.00","0 %"
"Tap Water(Jug)","Soft Drinks","1","£ 0.00","£ 0.00","£ 0.00","£ 0.00","£ 0.00","0 %"
"29.salmon teriaki rice","Japan rice dis 25-32","1","£ 15.14","£ 0.00","£ 15.90","£ 0.00","£ 15.90","0 %"
"37.crispy duck bun","Buns 33-38","2","£ 16.95","£ 0.00","£ 17.80","£ 0.00","£ 17.80","0 %"
"41.Dolsot Bimbimbap(Beef)","Korean Dishes 41-51","1","£ 13.24","£ 0.00","£ 13.90","£ 0.00","£ 13.90","0 %"
"44.Gimbap(Beef)","Korean Dishes 41-51","1","£ 13.24","£ 0.00","£ 13.90","£ 0.00","£ 13.90","0 %"
"Singha Lager","Draught Beer","1","£ 5.20","£ 0.00","£ 5.20","£ 0.00","£ 5.20","0 %"
"Maki (6pc)(Salmon)","Sushi","1","£ 4.67","£ 0.00","£ 4.90","£ 0.00","£ 4.90","0 %"
"Spicy Chicken Katsu(8pc)","Sushi Rolls 4pc/8pc","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"Dynamite(4pc)","Sushi Rolls 4pc/8pc","1","£ 9.05","£ 0.00","£ 9.50","£ 0.00","£ 9.50","0 %"
"Seared Salmon Roll(8pc)","Sushi Rolls 4pc/8pc","1","£ 15.19","£ 0.00","£ 15.95","£ 0.00","£ 15.95","0 %"
"Duck roll(4pc)","Sushi Rolls 4pc/8pc","1","£ 8.10","£ 0.00","£ 8.50","£ 0.00","£ 8.50","0 %"
"Duck roll(8pc)","Sushi Rolls 4pc/8pc","1","£ 14.19","£ 0.00","£ 14.90","£ 0.00","£ 14.90","0 %"
"Ebi katsu roll(8pc)","Sushi Rolls 4pc/8pc","1","£ 14.19","£ 0.00","£ 14.90","£ 0.00","£ 14.90","0 %"
"Eel dragon roll(4pc)","Sushi Rolls 4pc/8pc","1","£ 9.05","£ 0.00","£ 9.50","£ 0.00","£ 9.50","0 %"
"Tea(Green)","Tea / Coffee","2","£ 2.67","£ 0.00","£ 2.80","£ 0.00","£ 2.80","0 %"
"Soju(Fresh)","Korean Soju","2","£ 19.05","£ 0.00","£ 20.00","£ 0.00","£ 20.00","0 %"
"Sunrise(Mango)","Mocktails","1","£ 4.76","£ 0.00","£ 5.00","£ 0.00","£ 5.00","0 %"
"For Cherry’s “Sake”","Asian Cocktails","2","£ 17.14","£ 0.00","£ 18.00","£ 0.00","£ 18.00","0 %"
"Mojito(Cherry 🍒)","Asian Cocktails","1","£ 7.62","£ 0.00","£ 8.00","£ 0.00","£ 8.00","0 %"
"Whisky Smash","Classic Cocktails","1","£ 7.62","£ 0.00","£ 8.00","£ 0.00","£ 8.00","0 %"
"Juice(Apple 🍎)","Soft Drinks","1","£ 2.29","£ 0.00","£ 2.40","£ 0.00","£ 2.40","0 %"
"Juice(Orange 🍊)","Soft Drinks","1","£ 2.29","£ 0.00","£ 2.40","£ 0.00","£ 2.40","0 %"
"Total Sales","","193","£ 1535.42","£ 2.73","£ 1611.27","£ 0.00","£ 1611.27","0 %"
