"Menu Item Name","Menu Category","QTY sold","Sales exc Tax.","Discounts","Sales inc Tax.(a)","Cost inc Tax(b)","Gross Profit(a)-(b)","Markup Percentage %(a-b)/b * 100%"
"54.beef Bulgogi(Standard)","RESTAURANT Grill BBQ 52-60","2","£ 20.89","£ 3.87","£ 21.93","£ 0.00","£ 21.93","0 %"
"58.Lettuce, Garlic & Chilli(Standard)","RESTAURANT Grill BBQ 52-60","1","£ 2.33","£ 1.05","£ 2.45","£ 0.00","£ 2.45","0 %"
"Becks Blue(Standard)","Bottled Beer & Cider","1","£ 3.62","£ 0.00","£ 3.80","£ 0.00","£ 3.80","0 %"
"35.Chicken Teriyaki bun(Standard)","Buns 33-38","3","£ 24.29","£ 0.00","£ 25.50","£ 0.00","£ 25.50","0 %"
"36. Beef Teriyaki bun(Standard)","Buns 33-38","4","£ 33.90","£ 0.00","£ 35.60","£ 0.00","£ 35.60","0 %"
"Cheesecake(Standard)","Dessert","1","£ 4.76","£ 0.00","£ 5.00","£ 0.00","£ 5.00","0 %"
"25.Chicken Katsu Curry(Standard)","Japan rice dis 25-32","5","£ 66.19","£ 0.00","£ 69.50","£ 0.00","£ 69.50","0 %"
"26. Prawn Katsu Curry(Standard)","Japan rice dis 25-32","1","£ 15.14","£ 0.00","£ 15.90","£ 0.00","£ 15.90","0 %"
"27.Beef Curry(Standard)","Japan rice dis 25-32","1","£ 14.19","£ 0.00","£ 14.90","£ 0.00","£ 14.90","0 %"
"28.Chicken Teriyaki(Standard)","Japan rice dis 25-32","3","£ 39.71","£ 0.00","£ 41.70","£ 0.00","£ 41.70","0 %"
"30. Grilled Unagi rice(default)","Japan rice dis 25-32","2","£ 30.29","£ 0.00","£ 31.80","£ 0.00","£ 31.80","0 %"
"Asahi(Pint)","Draught Beer","2","£ 9.90","£ 0.00","£ 10.40","£ 0.00","£ 10.40","0 %"
"Peroni(Pint)","Draught Beer","1","£ 4.95","£ 0.00","£ 5.20","£ 0.00","£ 5.20","0 %"
"Stella(Pint)","Draught Beer","1","£ 4.00","£ 0.00","£ 4.20","£ 0.00","£ 4.20","0 %"
"Kimchi(Standard)","Sides Extras","2","£ 9.33","£ 0.00","£ 9.80","£ 0.00","£ 9.80","0 %"
"15.Kimchi Pancake(Standard)","Korean side 14-24","1","£ 9.43","£ 0.00","£ 9.90","£ 0.00","£ 9.90","0 %"
"17. Topokki(Standard)","Korean side 14-24","1","£ 9.87","£ 0.54","£ 10.36","£ 0.00","£ 10.36","0 %"
"18.Mandu (5pc)(Standard)","Korean side 14-24","1","£ 8.48","£ 0.00","£ 8.90","£ 0.00","£ 8.90","0 %"
"40.Yaki Soba(Chicken)","Ramen & noodle 39-40","3","£ 34.00","£ 0.00","£ 35.70","£ 0.00","£ 35.70","0 %"
"40. Yaki Udon(Vegetable)","Ramen & noodle 39-40","1","£ 9.43","£ 0.00","£ 9.90","£ 0.00","£ 9.90","0 %"
"40. Yaki Udon(Chicken)","Ramen & noodle 39-40","5","£ 56.67","£ 0.00","£ 59.50","£ 0.00","£ 59.50","0 %"
