"Menu Item Name","Menu Category","QTY sold","Sales exc Tax.","Discounts","Sales inc Tax.(a)","Cost inc Tax(b)","Gross Profit(a)-(b)","Markup Percentage %(a-b)/b * 100%"
"Takeaway Box(-)","","9","£ 188.40","£ 0.00","£ 188.40","£ 0.00","£ 188.40","0 %"
"52.Rib Eye(Standard)","RESTAURANT Grill BBQ 52-60","1","£ 15.14","£ 0.00","£ 15.90","£ 0.00","£ 15.90","0 %"
"53.Dwaeji galbi ribs(default)","RESTAURANT Grill BBQ 52-60","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"54.beef Bulgogi(Standard)","RESTAURANT Grill BBQ 52-60","4","£ 47.91","£ 1.29","£ 50.31","£ 0.00","£ 50.31","0 %"
"55.Pork Bulgogi(default)","RESTAURANT Grill BBQ 52-60","1","£ 11.33","£ 0.00","£ 11.90","£ 0.00","£ 11.90","0 %"
"57.Chargrilled Squid(Standard)","RESTAURANT Grill BBQ 52-60","1","£ 12.29","£ 0.00","£ 12.90","£ 0.00","£ 12.90","0 %"
"58.Lettuce, Garlic & Chilli(Standard)","RESTAURANT Grill BBQ 52-60","1","£ 3.33","£ 0.00","£ 3.50","£ 0.00","£ 3.50","0 %"
"Koppaberg(Standard)","Bottled Beer & Cider","1","£ 4.00","£ 0.00","£ 4.20","£ 0.00","£ 4.20","0 %"
"Tiger(Standard)","Bottled Beer & Cider","1","£ 4.29","£ 0.00","£ 4.50","£ 0.00","£ 4.50","0 %"
"Tsing Tao(Standard)","Bottled Beer & Cider","1","£ 4.29","£ 0.00","£ 4.50","£ 0.00","£ 4.50","0 %"
"35.Chicken Teriyaki bun(Standard)","Buns 33-38","3","£ 23.48","£ 0.85","£ 24.65","£ 0.00","£ 24.65","0 %"
"36. Beef Teriyaki bun(Standard)","Buns 33-38","1","£ 8.48","£ 0.00","£ 8.90","£ 0.00","£ 8.90","0 %"
"1. Prosecco Lunetta(20CL)","Champagne","1","£ 7.14","£ 0.00","£ 7.50","£ 0.00","£ 7.50","0 %"
"Asia Daisy(Standard)","Asian Cocktails","3","£ 22.86","£ 0.00","£ 24.00","£ 0.00","£ 24.00","0 %"
"RESTAURANT Plum Sour(Standard)","Asian Cocktails","1","£ 7.62","£ 0.00","£ 8.00","£ 0.00","£ 8.00","0 %"
"25.Chicken Katsu Curry(Standard)","Japan rice dis 25-32","5","£ 66.19","£ 0.00","£ 69.50","£ 0.00","£ 69.50","0 %"
"26. Prawn Katsu Curry(Standard)","Japan rice dis 25-32","3","£ 45.43","£ 0.00","£ 47.70","£ 0.00","£ 47.70","0 %"
"27.Beef Curry(Standard)","Japan rice dis 25-32","3","£ 42.57","£ 0.00","£ 44.70","£ 0.00","£ 44.70","0 %"
"28.Chicken Teriyaki(Standard)","Japan rice dis 25-32","5","£ 63.54","£ 2.78","£ 66.72","£ 0.00","£ 66.72","0 %"
"30. Grilled Unagi rice(default)","Japan rice dis 25-32","2","£ 30.29","£ 0.00","£ 31.80","£ 0.00","£ 31.80","0 %"
"Asahi(Half)","Draught Beer","2","£ 5.33","£ 0.00","£ 5.60","£ 0.00","£ 5.60","0 %"
"Asahi(Pint)","Draught Beer","14","£ 69.33","£ 0.00","£ 72.80","£ 0.00","£ 72.80","0 %"
"Camden Pale Ale(Pint)","Draught Beer","1","£ 4.67","£ 0.00","£ 4.90","£ 0.00","£ 4.90","0 %"
"Peroni(Half)","Draught Beer","2","£ 5.33","£ 0.00","£ 5.60","£ 0.00","£ 5.60","0 %"
"Peroni(Pint)","Draught Beer","3","£ 14.86","£ 0.00","£ 15.60","£ 0.00","£ 15.60","0 %"
"Stella(Pint)","Draught Beer","4","£ 16.00","£ 0.00","£ 16.80","£ 0.00","£ 16.80","0 %"
"45.Kimchi Ramen(Standard)","Korean Dishes 41-51","3","£ 28.29","£ 0.00","£ 29.70","£ 0.00","£ 29.70","0 %"
"Kimchi(Standard)","Sides Extras","2","£ 9.33","£ 0.00","£ 9.80","£ 0.00","£ 9.80","0 %"
"Aloe Vera(Standard)","Soft Drinks","1","£ 2.57","£ 0.00","£ 2.70","£ 0.00","£ 2.70","0 %"
"Hai Tai Bong Bong Grape Juice(Standard)","Soft Drinks","1","£ 3.33","£ 0.00","£ 3.50","£ 0.00","£ 3.50","0 %"
"15.Kimchi Pancake(Standard)","Korean side 14-24","2","£ 18.86","£ 0.00","£ 19.80","£ 0.00","£ 19.80","0 %"
